filename,label,split
LA_E_4676835.npy,real,test
LA_E_9103340.npy,real,test
LA_E_7255033.npy,real,test
LA_E_9180942.npy,real,test
LA_E_5323454.npy,real,test
LA_E_4581379.npy,real,test
LA_E_8848495.npy,real,test
LA_E_3270005.npy,real,test
LA_E_3289994.npy,real,test
LA_E_3248749.npy,real,test
LA_E_4704632.npy,real,test
LA_E_5849185.npy,real,test
LA_E_1027220.npy,real,test
LA_E_9518312.npy,real,test
LA_E_6246933.npy,real,test
LA_E_2919347.npy,real,test
LA_E_8859944.npy,real,test
LA_E_1831235.npy,real,test
LA_E_5783993.npy,real,test
LA_E_2607678.npy,real,test
LA_E_8170881.npy,real,test
LA_E_9053445.npy,real,test
LA_E_5115178.npy,real,test
LA_E_8399265.npy,real,test
LA_E_8713676.npy,real,test
LA_E_9304484.npy,real,test
LA_E_1145962.npy,real,test
LA_E_4022756.npy,real,test
LA_E_8587908.npy,real,test
LA_E_6135912.npy,real,test
LA_E_4576020.npy,real,train
LA_E_4724621.npy,real,train
LA_E_3379393.npy,real,train
LA_E_9695181.npy,real,train
LA_E_9318500.npy,real,train
LA_E_7542451.npy,real,train
LA_E_7956933.npy,real,train
LA_E_5871315.npy,real,train
LA_E_7905661.npy,real,train
LA_E_4716734.npy,real,train
LA_E_5739678.npy,real,train
LA_E_6881396.npy,real,train
LA_E_6107414.npy,real,train
LA_E_1721212.npy,real,train
LA_E_6964855.npy,real,train
LA_E_5903059.npy,real,train
LA_E_3757378.npy,real,train
LA_E_9632320.npy,real,train
LA_E_6543651.npy,real,train
LA_E_4677898.npy,real,train
LA_E_8249275.npy,real,train
LA_E_6314733.npy,real,train
LA_E_5399550.npy,real,train
LA_E_3034548.npy,real,train
LA_E_7824929.npy,real,train
LA_E_1235824.npy,real,train
LA_E_1750680.npy,real,train
LA_E_2355775.npy,real,train
LA_E_4787047.npy,real,train
LA_E_3924689.npy,real,train
LA_E_1116303.npy,real,train
LA_E_3971555.npy,real,train
LA_E_1648428.npy,real,train
LA_E_9410541.npy,real,train
LA_E_3358578.npy,real,train
LA_E_9897022.npy,real,train
LA_E_5313973.npy,real,train
LA_E_5753260.npy,real,train
LA_E_9195169.npy,real,train
LA_E_5432558.npy,real,train
LA_E_2687712.npy,real,train
LA_E_6901928.npy,real,train
LA_E_1945126.npy,real,train
LA_E_1412604.npy,real,train
LA_E_2954180.npy,real,train
LA_E_9578227.npy,real,train
LA_E_7566841.npy,real,train
LA_E_3629647.npy,real,train
LA_E_8403814.npy,real,train
LA_E_6154503.npy,real,train
LA_E_7069231.npy,real,train
LA_E_8177958.npy,real,train
LA_E_6630192.npy,real,train
LA_E_7569092.npy,real,train
LA_E_5898586.npy,real,train
LA_E_6554062.npy,real,train
LA_E_7936776.npy,real,train
LA_E_2553827.npy,real,train
LA_E_5809479.npy,real,train
LA_E_7037148.npy,real,train
LA_E_9528968.npy,real,train
LA_E_6074132.npy,real,train
LA_E_2291153.npy,real,train
LA_E_5209656.npy,real,train
LA_E_3593479.npy,real,train
LA_E_5533127.npy,real,train
LA_E_5694987.npy,real,train
LA_E_3058816.npy,real,train
LA_E_9766259.npy,real,train
LA_E_1415193.npy,real,train
LA_E_7720483.npy,real,train
LA_E_1701685.npy,real,train
LA_E_4757272.npy,real,train
LA_E_4494506.npy,real,train
LA_E_6147346.npy,real,train
LA_E_1266270.npy,real,train
LA_E_8439668.npy,real,train
LA_E_2929931.npy,real,train
LA_E_5400327.npy,real,train
LA_E_3454842.npy,real,train
LA_E_9476709.npy,real,train
LA_E_3555959.npy,real,train
LA_E_1514361.npy,real,train
LA_E_3698865.npy,real,train
LA_E_1443485.npy,real,train
LA_E_1632308.npy,real,train
LA_E_8189776.npy,real,train
LA_E_8444421.npy,real,train
LA_E_2368594.npy,real,train
LA_E_1860133.npy,real,train
LA_E_9617894.npy,real,train
LA_E_3379472.npy,real,train
LA_E_4148077.npy,real,train
LA_E_5980440.npy,real,train
LA_E_1911910.npy,real,train
LA_E_6945617.npy,real,train
LA_E_6410992.npy,real,train
LA_E_1047198.npy,real,train
LA_E_5104511.npy,real,train
LA_E_7769271.npy,real,train
LA_E_4256659.npy,real,train
LA_E_7205247.npy,real,train
LA_E_3783078.npy,real,train
LA_E_9859405.npy,real,train
LA_E_8739004.npy,real,train
LA_E_4534902.npy,real,train
LA_E_4230786.npy,real,train
LA_E_2161075.npy,real,train
LA_E_1311985.npy,real,train
LA_E_1395552.npy,real,train
LA_E_7243029.npy,real,train
LA_E_2050154.npy,real,train
LA_E_9419854.npy,real,train
LA_E_2362137.npy,real,train
LA_E_3003752.npy,real,train
LA_E_4402351.npy,real,train
LA_E_4620575.npy,real,train
LA_E_4866797.npy,real,train
LA_E_1275973.npy,real,train
LA_E_2460090.npy,real,train
LA_E_8697552.npy,fake,test
LA_E_5246322.npy,fake,test
LA_E_3820322.npy,fake,test
LA_E_9276097.npy,fake,test
LA_E_2634822.npy,fake,test
LA_E_5194826.npy,fake,test
LA_E_2665242.npy,fake,test
LA_E_8816717.npy,fake,test
LA_E_2492808.npy,fake,test
LA_E_2087660.npy,fake,test
LA_E_2120378.npy,fake,test
LA_E_2851478.npy,fake,test
LA_E_2278532.npy,fake,test
LA_E_4770782.npy,fake,test
LA_E_9944556.npy,fake,test
LA_E_1746654.npy,fake,test
LA_E_1249312.npy,fake,test
LA_E_8382407.npy,fake,test
LA_E_8617121.npy,fake,test
LA_E_9088738.npy,fake,test
LA_E_2309675.npy,fake,test
LA_E_2139475.npy,fake,test
LA_E_1070406.npy,fake,test
LA_E_7783830.npy,fake,test
LA_E_4751686.npy,fake,test
LA_E_4282641.npy,fake,test
LA_E_8925219.npy,fake,test
LA_E_8877452.npy,fake,test
LA_E_8450317.npy,fake,test
LA_E_9804952.npy,fake,test
LA_E_9979372.npy,fake,train
LA_E_1970710.npy,fake,train
LA_E_1611480.npy,fake,train
LA_E_3750625.npy,fake,train
LA_E_5291521.npy,fake,train
LA_E_6237111.npy,fake,train
LA_E_2590897.npy,fake,train
LA_E_2775552.npy,fake,train
LA_E_4557471.npy,fake,train
LA_E_7026040.npy,fake,train
LA_E_3231034.npy,fake,train
LA_E_8463157.npy,fake,train
LA_E_7655544.npy,fake,train
LA_E_3476113.npy,fake,train
LA_E_9120891.npy,fake,train
LA_E_3558965.npy,fake,train
LA_E_9382115.npy,fake,train
LA_E_9472752.npy,fake,train
LA_E_1148952.npy,fake,train
LA_E_3424730.npy,fake,train
LA_E_6262749.npy,fake,train
LA_E_4641783.npy,fake,train
LA_E_8285179.npy,fake,train
LA_E_2268693.npy,fake,train
LA_E_8579433.npy,fake,train
LA_E_9157999.npy,fake,train
LA_E_7125272.npy,fake,train
LA_E_1255269.npy,fake,train
LA_E_1649104.npy,fake,train
LA_E_2355000.npy,fake,train
LA_E_8080518.npy,fake,train
LA_E_8110643.npy,fake,train
LA_E_9577092.npy,fake,train
LA_E_7779557.npy,fake,train
LA_E_8469160.npy,fake,train
LA_E_8536145.npy,fake,train
LA_E_8787897.npy,fake,train
LA_E_8806575.npy,fake,train
LA_E_2608310.npy,fake,train
LA_E_2417530.npy,fake,train
LA_E_4850719.npy,fake,train
LA_E_8339197.npy,fake,train
LA_E_2985346.npy,fake,train
LA_E_9140267.npy,fake,train
LA_E_6841754.npy,fake,train
LA_E_6320499.npy,fake,train
LA_E_1350979.npy,fake,train
LA_E_1425990.npy,fake,train
LA_E_9237057.npy,fake,train
LA_E_6932495.npy,fake,train
LA_E_7462445.npy,fake,train
LA_E_2407835.npy,fake,train
LA_E_8469141.npy,fake,train
LA_E_5884357.npy,fake,train
LA_E_1144382.npy,fake,train
LA_E_3125426.npy,fake,train
LA_E_8767294.npy,fake,train
LA_E_9129430.npy,fake,train
LA_E_2440860.npy,fake,train
LA_E_1837629.npy,fake,train
LA_E_4550461.npy,fake,train
LA_E_4920751.npy,fake,train
LA_E_4430413.npy,fake,train
LA_E_3455289.npy,fake,train
LA_E_6624193.npy,fake,train
LA_E_6828287.npy,fake,train
LA_E_3746504.npy,fake,train
LA_E_9500557.npy,fake,train
LA_E_7203940.npy,fake,train
LA_E_2323050.npy,fake,train
LA_E_6977360.npy,fake,train
LA_E_8868279.npy,fake,train
LA_E_7535126.npy,fake,train
LA_E_5118048.npy,fake,train
LA_E_9817776.npy,fake,train
LA_E_4215166.npy,fake,train
LA_E_6092883.npy,fake,train
LA_E_9989698.npy,fake,train
LA_E_2520601.npy,fake,train
LA_E_2143322.npy,fake,train
LA_E_5157926.npy,fake,train
LA_E_4692719.npy,fake,train
LA_E_6816952.npy,fake,train
LA_E_8562955.npy,fake,train
LA_E_1890704.npy,fake,train
LA_E_7642353.npy,fake,train
LA_E_5015729.npy,fake,train
LA_E_7546380.npy,fake,train
LA_E_1424685.npy,fake,train
LA_E_8155315.npy,fake,train
LA_E_4735828.npy,fake,train
LA_E_7411665.npy,fake,train
LA_E_8844552.npy,fake,train
LA_E_1528017.npy,fake,train
LA_E_8814547.npy,fake,train
LA_E_5210371.npy,fake,train
LA_E_8534064.npy,fake,train
LA_E_9588641.npy,fake,train
LA_E_1781840.npy,fake,train
LA_E_4732931.npy,fake,train
LA_E_6163791.npy,fake,train
LA_E_7355163.npy,fake,train
LA_E_2402721.npy,fake,train
LA_E_1223847.npy,fake,train
LA_E_8872199.npy,fake,train
LA_E_6427721.npy,fake,train
LA_E_1025210.npy,fake,train
LA_E_9210968.npy,fake,train
LA_E_9328266.npy,fake,train
LA_E_2947508.npy,fake,train
LA_E_7503879.npy,fake,train
LA_E_2834763.npy,fake,train
LA_E_3581504.npy,fake,train
LA_E_9853957.npy,fake,train
LA_E_5932896.npy,fake,train
LA_E_2394352.npy,fake,train
LA_E_8992946.npy,fake,train
LA_E_3378367.npy,fake,train
LA_E_8979583.npy,fake,train
LA_E_4988348.npy,fake,train
